NO_APLICA,NO_APLICA,1,Matutino,0,0,No aplica,,,,NO APLICA,0,NO APLICA,0,NO APLICA,NO APLICA
11KPR0265U,CURSO COMUNITARIO,1,Matutino,3,88,Incompleta,1,0,1,"CALLE LOS TANQUES NÚMERO EXTERIOR: SN, RANCHO O RANCHERIA ORGANITOS, CÓDIGO POSTAL 37933, ENTRE CALLE NINGUNO, Y CALLE NINGUNO, POSTERIOR CALLE NINGUNO",73,LOS TANQUES,45,Xichú,SAUL SALAZAR BARBOSA
11KJN1045Z,PREESCOLAR COMUNITARIO,1,Matutino,3,88,No aplica,0,0,0,EL TEPEHUAJE,85,EL TEPEHUAJE,43,Victoria,JESUS MENDEZ
11DJN3096J,GABRIELA MISTRAL,1,Matutino,239,1,Incompleta,1,0,1,"CALLE LA ALAMEDA NÚMERO EXTERIOR: SN,HACIENDA LA ALAMEDA, CÓDIGO POSTAL 37997, ENTRE CALLE NINGUNO, Y CALLE NINGUNO, POSTERIOR CALLE NINGUNO",4,LA ALAMEDA,32,San José Iturbide,MARIA CIRENIA ROBLES PEREZ
11DJN2559U,JUAN BAUTISTA MORALES,1,Matutino,47,7,Incompleta,1,1,0,"CALLE HIDALGO NÚMERO EXTERIOR: SN, RANCHO O RANCHERIA LA FRAGUA, CÓDIGO POSTAL 37990, ENTRE CALLE ALVARO OBREGON, Y AVENIDA QUERETARO - SAN LUIS POTOSI, POSTERIOR CALLE NINGUNO",38,LA FRAGUA,32,San José Iturbide,ANA KAREN RAMIREZ ROSAS
11DJN4009E,JOSE MA. MORELOS Y PAVON,1,Matutino,243,1,No aplica,0,0,0,PRAGA,150,PRAGA,33,San Luis de la Paz,ANGELICA LUGO MORALES
11KJN0347N,PREESCOLAR COMUNITARIO,1,Matutino,3,88,Incompleta,1,1,0,RANCHO NUEVO S/N,164,RANCHO NUEVO,33,San Luis de la Paz,BERNARDINA MORALES HERNANDEZ
11DJN2396Z,JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,41,7,No aplica,0,0,0,EL REFUGIO,166,EL REFUGIO,33,San Luis de la Paz,PENDIENTE
11DJN0780H,JARDIN DE NIÑOS,1,Matutino,243,1,No aplica,0,0,0,SAN ANTON DE LOS MARTINEZ,173,SAN ANTON DE LOS MARTINEZ,33,San Luis de la Paz,MA. DEL CARMEN GARCIA RODRIGUEZ
11DPR0551E,CUAUHTEMOC,1,Matutino,56,27,Completa,0,0,0,"CALLE NIÑOS HÉROES NÚMERO EXTERIOR: SN, PUEBLO TIERRA BLANCA, CÓDIGO POSTAL 37970, ENTRE CALLE 16 DE SEPTIEMBRE, Y CALLE RENOVACIÓN, POSTERIOR CALLE 16 DE SEPTIEMBRE",1,TIERRA BLANCA,40,Tierra Blanca,ESMERALDA GALLEGOS Y GARCIA
11FEI0246G,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,88,No aplica,0,0,0,CARRETERA SAN JOSE ITURBIDE-SANTA CATARINA,1,TIERRA BLANCA,40,Tierra Blanca,J. JESUS VAZQUEZ HERNANDEZ
11KJN1311F,PREESCOLAR COMUNITARIO,1,Matutino,3,88,No aplica,0,0,0,LAS VEREDAS,94,LAS VEREDAS,43,Victoria,PENDIENTE
11PBH0176M,CENTRO PATRIA DE SAN JOSE ITURBIDE,1,Matutino,888,88,No aplica,0,0,0,"AVENIDA LIBRAMIENTO ORIENTE NÚMERO EXTERIOR: 2 , COLONIA LOMA DE GUADALUPE, CÓDIGO POSTAL 00000, ENTRE CALLE IGNACIO ZARAGOZA, Y CALLE FERMÍN ESPINOZA, POSTERIOR CALLE JUDEA",1,SAN JOSE ITURBIDE,32,San José Iturbide,BEATRIZ HELGUERA NIETO
11FUA0117L,"UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 117 ""LEO KANNER""",1,Matutino,8,88,No aplica,0,0,0,"PROLONGACIÓN JUÁREZ NÚMERO EXTERIOR: SN, COLONIA SAN JOSE ITURBIDE CENTRO, CÓDIGO POSTAL 37980, ENTRE CALLE MANUEL BENÍTEZ, Y CALLE MANUEL RODRÍGUEZ, POSTERIOR CALLE KARLA SÁNCHEZ",1,SAN JOSE ITURBIDE,32,San José Iturbide,PENDIENTE
11PDI0064F,EL GUARDIAN DE LA INOCENCIA,1,Matutino,1,88,No aplica,0,0,0,CARRETERA SALIDA A QUERETARO,1,SAN JOSE ITURBIDE,32,San José Iturbide,MARTHA GEORGINA NARCISO BALTIERRA
11FEI0225U,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,88,No aplica,0,0,0,CHUPARROSA NUM. 215,1,SAN JOSE ITURBIDE,32,San José Iturbide,CONCEPCION HERNANDEZ HERNANDEZ
11EES0036J,PORVENIR,1,Matutino,514,2,No aplica,0,0,0,MOCTEZUMA NUM. SN CARRETERA ITURBIDE-QUERETARO A LA 57,1,SAN JOSE ITURBIDE,32,San José Iturbide,ARNALDO HERNANDEZ ACOSTA
11DPR2920V,JAIME TORRES BODET,2,Vespertino,186,21,Completa,0,0,0,GOMEZ FARIAS S/N AUN LADO DEL PREESCOLAR ANTONIO CASO,1,SAN JOSE ITURBIDE,32,San José Iturbide,MARCO ANTONIO GRIMALDO VELAZCO
11PJN0983H,COLEGIO LA. MARIE JOSEPH MOTIER LAFAYETTE,1,Matutino,510,2,No aplica,0,0,0,"AVENIDA LIBRAMIENTO ORIENTE NÚMERO EXTERIOR: 71 , COLONIA EL TEPETATE, CÓDIGO POSTAL 37984, ENTRE CALLE LATERAL MOCTEZUMA, Y CALLE MIGUEL HIDALGO Y COSTILLA, POSTERIOR CALLE NINGUNO",1,SAN JOSE ITURBIDE,32,San José Iturbide,MARIA JOSE BARRUETA MORALES
11PJN0174H,FRAY LUIS DE LEON,1,Matutino,510,2,No aplica,0,0,0,"CALLE JUÁREZ NÚMERO EXTERIOR: 19 , COLONIA SAN JOSE ITURBIDE CENTRO, CÓDIGO POSTAL 37980, ENTRE CALLE JAVIER MINA, Y CALLE PLUTARCO ELÍAS CALLES, POSTERIOR CALLE IGNACIO ZARAGOZA",1,SAN JOSE ITURBIDE,32,San José Iturbide,MARIA GUADALUPE ARVIZU GUDIÑO
11PBT0026A,ACADEMIA LUCITA,1,Matutino,888,88,No aplica,0,0,0,"CALLE JUÁREZ NÚMERO EXTERIOR: 19 , COLONIA SAN JOSE ITURBIDE CENTRO, CÓDIGO POSTAL 37980, ENTRE CALLE JAVIER MINA, Y CALLE PLUTARCO ELÍAS CALLES, POSTERIOR CALLE IGNACIO ZARAGOZA",1,SAN JOSE ITURBIDE,32,San José Iturbide,GUADALUPE GUDIÑO ARVIZU
11FIZ0021M,SUPERVISION DE ZONA ESCOLAR DE EDUCACION PRIMARIA NUM. 21,4,Discontinuo,21,21,No aplica,0,0,0,"CALLE JAVIER MINA NÚMERO EXTERIOR: 1 , COLONIA SAN JOSE ITURBIDE CENTRO, CÓDIGO POSTAL 37980, ENTRE CALLE BENITO JUAREZ GARCIA, Y CALLE MARIANO ABASOLO, POSTERIOR CALLE PLUTARCO ELIAS CALLES",1,SAN JOSE ITURBIDE,32,San José Iturbide,MARIA GUADALUPE MEZA CORDOBA
11DPR3144T,SANTOS DEGOLLADO,2,Vespertino,21,21,No aplica,0,0,0,BUENAVISTILLA,10,BUENAVISTILLA,32,San José Iturbide,MA. JOSEFINA BUSTOS FUENTES
11DPR3145S,JUAN ALVAREZ,1,Matutino,21,21,Incompleta,1,1,0,"AVENIDA MIGUEL HIDALGO NÚMERO EXTERIOR: SN, COLONIA LA CANTERA, CÓDIGO POSTAL 37986, ENTRE PRIVADA LA LOMA, Y CALLE NINGUNO, POSTERIOR CALLE NINGUNO",14,LA CANTERA,32,San José Iturbide,MARY CRUZ URIBE MENDOZA
11DPR2919F,20 DE NOVIEMBRE,2,Vespertino,21,21,No aplica,0,0,0,LA CANTERA,14,LA CANTERA,32,San José Iturbide,MARIA DEL ROCIO TELLEZ GONZALEZ
11ETC0046H,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUANAJUATO PLANTEL SAN JOSE ITURBIDE,1,Matutino,888,88,No aplica,0,0,0,"CARRETERA FEDERAL NÚMERO EXTERIOR: 57 , CONGREGACION EL CAPULIN, CÓDIGO POSTAL 37991, ENTRE CALLE NINGUNO, Y CALLE NINGUNO, POSTERIOR CALLE NINGUNO",15,EL CAPULIN,32,San José Iturbide,RAFAEL ALDANA HERNANDEZ
11EJN1187M,OCTAVIO PAZ,1,Matutino,302,1,No aplica,0,0,0,CARBAJAL,17,CARBAJAL,32,San José Iturbide,ADELA GUTIERREZ RUBIO
11DJN4002L,GABINO BARREDA,1,Matutino,242,1,Incompleta,1,0,1,PASO COLORADO,127,PASO COLORADO,33,San Luis de la Paz,ESBELOY IDALI MARTINEZ MORALES
11DJN2638G,PROMOTOR BACHILLERATO,1,Matutino,241,1,No aplica,0,0,0,SAN ANTONIO CHIQUITO,176,SAN ANTONIO CHIQUITO,33,San Luis de la Paz,PENDIENTE
